id,name,definition,synonyms,mms_code,cn_name,chapter,source,dermo_id,doid_id,orpha_codes,rsdb_id,snomed,omim,umls,mesh,genes,num_hpo,image_count,num_synonyms,has_def,is_leaf
icd11:1826995932,Neonatal phototherapy burn,"Burn resulting from phototherapy administered to neonate, usually for the treatment of neonatal jaundice.",,KC50,新生儿光疗伤,19,foundation+mms,,,,,,,,,,0,0,0,True,True
icd11:1349492056,Dirofilariasis,"A disease caused by an infection with the parasitic worm Dirofilaria. This disease presents with symptoms which depend on the site of infection. In the lungs, this disease may present with chest pain, cough, fever, chill, or haemoptysis. In the skin, this disease may present with subcutaneous nodules that are tender or painful. Other body sites may also be affected. Transmission is through the bite of an infected mosquito. Confirmation is commonly by histopathology of affected tissue.",infection by dirofilaria | Dirofilaria infectious disease | Infection by Dirofilaria,,,14,foundation,DERMO:0002781,"DOID:1082 ""dirofilariasis""",,,"73328005 ""dirofilariasis"";73328005",,C0012602,D004184,,0,0,3,True,False
icd11:1522434838,Colonic infection due to Haemophilus ducreyi,"This is an infection in the colon due to a fastidious gram-negative coccobacillus, Haemophilus ducreyi, causing the sexually transmitted disease chancroid, a major cause of genital ulceration in developing countries characterised by painful sores on the genitalia.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1642937006,Meningovascular syphilis,This is a sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the meningovascular.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:245322245,Urticaria pigmentosa,,Maculopapular cutaneous mastocytosis | macropapular cutaneous mastocytosis | UP/MPCM,2A21.10,色素性荨麻疹,02,foundation+mms,DERMO:0001199,"DOID:12309 ""urticaria pigmentosa""",ORPHA:79457,,"78745000 ""urticaria pigmentosa"";703828003 ""urticaria pigmentosa"";205566001 ""urticaria pigmentosa"";205566001",,C0042111,D014582,,0,56,3,False,True
icd11:1119008568,Olfactory reference disorder,"Olfactory Reference Disorder is characterised by persistent preoccupation with the belief that one is emitting a perceived foul or offensive body odour or breath that is either unnoticeable or only slightly noticeable to others. Individuals experience excessive self-consciousness about the perceived odour, often with ideas of reference (i.e., the conviction that people are taking notice, judging, or talking about the odour). In response to their preoccupation, individuals engage in repetitive an",,6B22,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:1635668523,Dermal melanocyte hamartoma,Circumscribed or segmental congenital hamartomatous dermal melanocytosis affecting areas other than Naevus of Ota and Naevus of Ito. It is significantly less common than either of the latter.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1987089698,Turner syndrome,"Karyotype missing one X chromosome (45,X0 or 45,X0/46,XX mosaicism); gonads\: ovaries (streak); phenotype female with short stature, amenorrhea (hypergonadotropic hypogonadism), absence of sexual development, webbed neck, low set ears, posterior hairline, widely-spaced nipples, short fourth metacarpals, and increased carrying angle at the elbow (cubitus valgus). Often associated with renal, cardiac and ocular abnormalities.",Monosomy X | Ullrich-Turner syndrome | X0 syndrome,LD50.0,Turner综合征,20,foundation+mms,,,ORPHA:99226;ORPHA:881,855,,,C0041408,,,0,20,3,True,False
icd11:1923797700,Genital warts of vulva,"Human papillomavirus (HPV) infection of vulval skin. Vulval warts are usually transmitted by sexual contact. On the vulva they may appear as flat moist papules and plaques on the labia or as cauliflower-like papillomata involving the labia, perineum and perigenital skin. In some women the papillomata may become deeply pigmented resembling seborrhoeic keratoses. Infection by oncogenic strains of HPV may induce neoplastic change in the vulval epithelium (vulval intraepithelial neoplasia).",Condylomata acuminata of vulva | HPV - [Human papillomavirus] infection of vulva | Vulval warts,,,14,foundation,,,,,,,,,,0,0,3,True,False
icd11:153761635,Chronic ulcerative stomatitis,Chronic ulcerative stomatitis (CUS) is a rare disease which presents with chronic oral mucosal erosions and ulceration resembling erosive lichen planus but refractory to standard therapies. It typically occurs in older women. Diagnosis requires the demonstration of speckled granular perinuclear IgG deposits in the basal and parabasal layers of oral epithelium (stratified epithelium-specific antinuclear or SES-ANA pattern). There is increasing evidence that CUS is an autoimmune disease provoked b,CUS - [chronic ulcerative stomatitis],DA01.12,慢性溃疡性口炎,13,foundation+mms,,,,,,,,,,0,0,1,True,True
icd11:298553183,Early chronic graft-versus-host disease,Early chronic graft-versus-host disease is characterised by a lichenoid rash with involvement of oral and occasionally genital mucous membranes. As the disease process continues the skin becomes more poikilodermatous and fibrotic. Reduced tear and saliva production may result in dry eyes and mouth.,Chronic lichenoid graft-versus-host disease | chronic lichenoid GVHD - [graft-versus-host disease] | early chronic GVHD - [graft-versus-host disease],,,14,foundation,,,,,,,,,,0,0,3,True,True
icd11:191659986,Pemphigus,"Pemphigus is a group of chronic autoimmune skin diseases characterised by blister formation on the skin and the mucous membranes. The exact causes of the disease are unknown but the disease is mediated by auto-antibodies to desmosome components. Three clinical forms have been characterised. Pemphigus vulgaris, pemphigus foliaceus and pemphigus vegetans. Other variants exist, namely intercellular IgA dermatosis and paraneoplastic pemphigus.",,EB40,天疱疮,14,foundation+mms,DERMO:0000269,"DOID:9182 ""pemphigus""",,,"65172003 ""pemphigus"";156355008 ""pemphigus"";156355008",,C0030807,D010392,,0,137,0,True,False
icd11:1861376017,Furuncular myiasis,"Infestation of the skin by the larvae of the flies Dermatobia hominis (human botfly), Cuterebra, Cordylobia anthropophaga (tumbu fly), Cordylobia (Stasisia) rodhaini, Wohlfahrtia species and Hypoderma species (warble flies). Painful boil-like swellings form where the larvae are deposited, usually on exposed skin of the face, scalp or extremities. They may be accompanied by lymphangitis and regional lymphadenopathy.",,,,14,foundation,DERMO:0002809,,,,,,,,,0,5,0,True,True
icd11:1668083137,Inflammatory dermatoses of the perianal area,,,EG62,肛周炎性皮肤病,14,foundation+mms,,,,,,,,,,0,0,0,False,False
icd11:9711807,Lymphoproliferative disorder associated vasculitis,"Lymphoproliferative disorders, such as T- and B-cell lymphoma, may present with small vessel vasculitis often limited to the skin, causing palpable purpura or ulceration, and having the histologic features of leukocytoclastic vasculitis. Systemic necrotizing vasculitis has been seen in association with hairy cell leukemia.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:56771163,Borderline leprosy,Borderline leprosy is seen in patients with levels of cell-mediated immune response to Mycobacterium leprae intermediate between those found in tuberculoid and lepromatous leprosy. This designation may be used for those cases which have not been further categorized as borderline tuberculoid or borderline lepromatous and for those categorized as mid-borderline (BB) leprosy. Lesions typically consist of annular plaques with an erythematous infiltrated rim and an almost normal looking centre. Borde,"Hansen disease, borderline | Mid-borderline leprosy",,,14,foundation,,,,,,,,,,0,11,2,True,True
icd11:434501241,Gadolinium induced nephrogenic systemic fibrosis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:86210128,Itching of skin,"The sensation of itch in the skin. For persistent itch of unknown cause the term \""Pruritus of unknown cause\"" should be used.",Pruritus of unspecified aetiology,ME65.1,皮肤瘙痒,21,foundation+mms,,,,,,,,,,0,0,1,True,True
icd11:377803917,Lamellar nail dystrophy,,Onychoschizia lamellina,,,14,foundation,,,,,,,,,,0,0,1,False,False
icd11:1721029777,Certain nematode infestations affecting the skin,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:666746193,Herpes simplex infection of genitalia or urogenital tract,Herpes simplex infection affecting the vulva and vagina in women and the penis in men. It is more commonly due to infection with Herpes simplex type 2 virus than with type 1 virus.,Herpes genitalis | genital herpes NOS,1A94.0,生殖器或泌尿生殖道单纯疱疹病毒感染,01,foundation+mms,,,,,,,,,,0,9,2,True,False
icd11:387414678,"Late syphilitic bursitis, hand",,"syphilitic bursitis, hand",,,14,foundation,,,,,,,,,,0,0,1,False,False
icd11:2133377198,Giant cell arteritis without polymyalgia rheumatica,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:523972296,Cutaneous microvascular occlusion due to systemic coagulopathies,"Purpura and cutaneous infarction resulting from systemic coagulation disturbances, particularly of the thrombomodulin–protein C/S anticoagulant pathway. Thrombosis may be largely limited to the skin (coumadin necrosis) but cutaneous signs may presage fulminant sepsis as in disseminated intravascular coagulation secondary to meningococcal septicaemia.",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:1785140754,Xanthoma disseminatum,"Xanthoma disseminatum is a rare non-familial disease, characterised by proliferation of histiocytic cells in which lipid deposition is a secondary event. The disease predominantly affects male children and young adults, with involvement of the skin, mucous membranes of eyes and upper respiratory tract, the meninges and rarely other organs including liver, spleen and bone marrow. The skin lesions of xanthoma disseminatum are erythematous, yellow-brown papules and nodules, which are symmetrically ",disseminated xanthosiderohistiocytosis,,,14,foundation,DERMO:0003009,,ORPHA:158003,581,"64429009 ""xanthoma disseminatum"";399970005 ""xanthoma disseminatum"";71709009 ""xanthoma disseminatum""",,C0043322,,,6,0,1,True,True
icd11:1784108251,Cutaneous microvascular disturbances due to monoclonal cryoglobulins,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1993984811,Juvenile myositis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1536976431,Cardiovascular complications of Behçet disease,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:959997994,Allergic contact dermatitis of male genitalia,Allergic contact dermatitis affecting the male genitalia. The most commonly encountered allergens are to rubber (condoms etc.) or to constituent chemicals of toiletries and medicaments.,Allergic contact eczema of male genitalia,,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1327388107,Tuberculosis of male urethra or penis,"A form of periorificial tuberculosis affecting the urethra and glans penis which is usually secondary to tuberculosis of internal genitourinary organs such as kidney and bladder. Patients present with a superficial tuberculous ulcer on the penis. Tuberculous urethritis may result in chronic urethral stricture. Infection may be transmitted to female partners, producing tuberculous ulceration of the vagina or vulva.",Penile tuberculosis,,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:197437886,Apocrine carcinoma,An apocrine sweat gland cancer that derives_from epithelial cells of glandular origin.,Hidradenocarcinoma | Porocarcinoma of sweat glands | malignant chondroid syringoma | malignant clear-cell hidradenoma | malignant eccrine poroma | malignant neoplasm of sweat glands | sclerosing sweat duct carcinoma | sweat gland carcinoma | carcinoma of the Sweat gland | Eccrine porocarcinoma of skin,,,14,foundation,,DOID:5667,,,254708001;57141000,,C1412016;C1266065;C0334346,D057090,,0,1,15,True,True
icd11:1147085866,Corrosion of unspecified degree of wrist or hand,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:821195991,Corrosion of third degree of wrist or hand,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1491018344,Cutaneous or mucocutaneous Crohn disease,"Crohn disease involving, most commonly, sites in contiguity with the digestive tract, including the lips and oral cavity, the anal region or skin adjacent to stoma sites, but also less, commonly, other skin sites not in contiguity with the digestive tract.",Cutaneous Crohn disease,,,14,foundation,,,,,,,,,,0,0,1,True,False
icd11:1155777024,Juvenile dermatomyositis with myocarditis,"Juvenile dermatomyositis with myocarditis is an early-onset systemic inflammatory disorders affecting the skeletal muscles, the skin, and the heart. Symptomatic cardiac involvement is uncommon in acute disease, but up to 50% of dermatomyositis patients will have asymptomatic cardiac involvement on non-invasive testing. Early detection of myocarditis significantly affects survival given that cardiac complications are a more common cause of death.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
